id,role,intent,variant_type,index,text,version,voice,source,file_path,notes
teacher_037,teacher,classroom_record,standard,037,查看本班数学成绩分布。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_037.wav,reference=record_out.wav; language=zh-cn
teacher_038,teacher,classroom_record,standard,038,打开学生课堂表现记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_038.wav,reference=record_out.wav; language=zh-cn
teacher_039,teacher,classroom_record,colloquial,039,帮我看一下本班数学成绩分布。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_039.wav,reference=record_out.wav; language=zh-cn
teacher_040,teacher,classroom_record,colloquial,040,我想打开学生课堂表现记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_040.wav,reference=record_out.wav; language=zh-cn
teacher_041,teacher,classroom_record,entity,041,打开张明的课堂表现记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_041.wav,reference=record_out.wav; language=zh-cn
teacher_042,teacher,classroom_record,short,042,看课堂表现。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_042.wav,reference=record_out.wav; language=zh-cn
teacher_043,teacher,praise,standard,043,给张明添加课堂表扬记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_043.wav,reference=record_out.wav; language=zh-cn
teacher_044,teacher,praise,standard,044,查询成绩下降明显的学生。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_044.wav,reference=record_out.wav; language=zh-cn
teacher_045,teacher,praise,colloquial,045,帮我给张明加一条课堂表扬记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_045.wav,reference=record_out.wav; language=zh-cn
teacher_046,teacher,praise,colloquial,046,我想查一下成绩下降比较明显的学生。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_046.wav,reference=record_out.wav; language=zh-cn
teacher_047,teacher,praise,entity,047,给李晓彤添加一条课堂表扬记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_047.wav,reference=record_out.wav; language=zh-cn
teacher_048,teacher,praise,short,048,加表扬记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_048.wav,reference=record_out.wav; language=zh-cn
teacher_049,teacher,communication,standard,049,查看本周家校沟通记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_049.wav,reference=record_out.wav; language=zh-cn
teacher_050,teacher,communication,standard,050,打开我的备课任务。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_050.wav,reference=record_out.wav; language=zh-cn
teacher_051,teacher,communication,colloquial,051,帮我看一下这周家校沟通记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_051.wav,reference=record_out.wav; language=zh-cn
teacher_052,teacher,communication,colloquial,052,我想打开我的备课任务。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_052.wav,reference=record_out.wav; language=zh-cn
teacher_053,teacher,communication,entity,053,看一下七年级一班本周家校沟通记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_053.wav,reference=record_out.wav; language=zh-cn
teacher_054,teacher,communication,short,054,看家校沟通。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_054.wav,reference=record_out.wav; language=zh-cn
teacher_055,teacher,briefing,standard,055,查询本学期我的授课课时。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_055.wav,reference=record_out.wav; language=zh-cn
teacher_056,teacher,briefing,standard,056,生成本班学习情况简报。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_056.wav,reference=record_out.wav; language=zh-cn
teacher_057,teacher,briefing,colloquial,057,帮我查一下这学期我的授课课时。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_057.wav,reference=record_out.wav; language=zh-cn
teacher_058,teacher,briefing,colloquial,058,我想生成本班学习情况简报。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_058.wav,reference=record_out.wav; language=zh-cn
teacher_059,teacher,briefing,entity,059,生成七年级一班本周学习情况简报。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_059.wav,reference=record_out.wav; language=zh-cn
teacher_060,teacher,briefing,short,060,生成班级简报。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/teacher/teacher_060.wav,reference=record_out.wav; language=zh-cn
staff_001,staff,workspace,standard,001,打开我的办公工作台。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_001.wav,reference=record_out.wav; language=zh-cn
staff_002,staff,workspace,standard,002,返回教职工服务首页。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_002.wav,reference=record_out.wav; language=zh-cn
staff_003,staff,workspace,colloquial,003,帮我打开办公工作台。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_003.wav,reference=record_out.wav; language=zh-cn
staff_004,staff,workspace,colloquial,004,我想回到教职工服务首页。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_004.wav,reference=record_out.wav; language=zh-cn
staff_005,staff,workspace,entity,005,切到后勤办公工作台首页。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_005.wav,reference=record_out.wav; language=zh-cn
staff_006,staff,workspace,short,006,打开办公台。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_006.wav,reference=record_out.wav; language=zh-cn
staff_007,staff,approval_leave,standard,007,查看今天我的待办事项。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_007.wav,reference=record_out.wav; language=zh-cn
staff_008,staff,approval_leave,standard,008,查询我提交的审批进度。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_008.wav,reference=record_out.wav; language=zh-cn
staff_009,staff,approval_leave,colloquial,009,帮我看一下今天我的待办。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_009.wav,reference=record_out.wav; language=zh-cn
staff_010,staff,approval_leave,colloquial,010,我想查一下我提交的审批进度。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_010.wav,reference=record_out.wav; language=zh-cn
staff_011,staff,approval_leave,entity,011,查一下设备采购审批的处理进度。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_011.wav,reference=record_out.wav; language=zh-cn
staff_012,staff,approval_leave,short,012,看审批进度。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_012.wav,reference=record_out.wav; language=zh-cn
staff_013,staff,leave,standard,013,打开请假申请页面。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_013.wav,reference=record_out.wav; language=zh-cn
staff_014,staff,leave,standard,014,提交今天下午的请假申请。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_014.wav,reference=record_out.wav; language=zh-cn
staff_015,staff,leave,colloquial,015,帮我打开请假申请页面。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_015.wav,reference=record_out.wav; language=zh-cn
staff_016,staff,leave,colloquial,016,我想提交今天下午的请假申请。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_016.wav,reference=record_out.wav; language=zh-cn
staff_017,staff,leave,entity,017,提交明天下午两点到五点的请假申请。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_017.wav,reference=record_out.wav; language=zh-cn
staff_018,staff,leave,short,018,提请假申请。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_018.wav,reference=record_out.wav; language=zh-cn
staff_019,staff,attendance,standard,019,查看本月我的考勤记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_019.wav,reference=record_out.wav; language=zh-cn
staff_020,staff,attendance,standard,020,查询本周我的值班安排。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_020.wav,reference=record_out.wav; language=zh-cn
staff_021,staff,attendance,colloquial,021,帮我看一下这个月我的考勤记录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_021.wav,reference=record_out.wav; language=zh-cn
staff_022,staff,attendance,colloquial,022,我想查一下这周我的值班安排。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_022.wav,reference=record_out.wav; language=zh-cn
staff_023,staff,attendance,entity,023,看一下周三下午的值班安排。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_023.wav,reference=record_out.wav; language=zh-cn
staff_024,staff,attendance,short,024,看我的考勤。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_024.wav,reference=record_out.wav; language=zh-cn
staff_025,staff,notice,standard,025,打开校园通知公告列表。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_025.wav,reference=record_out.wav; language=zh-cn
staff_026,staff,notice,standard,026,查看最新一条学校通知。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_026.wav,reference=record_out.wav; language=zh-cn
staff_027,staff,notice,colloquial,027,帮我打开学校通知列表。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_027.wav,reference=record_out.wav; language=zh-cn
staff_028,staff,notice,colloquial,028,我想看一下最新一条学校通知。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_028.wav,reference=record_out.wav; language=zh-cn
staff_029,staff,notice,entity,029,打开后勤处本周的通知公告列表。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_029.wav,reference=record_out.wav; language=zh-cn
staff_030,staff,notice,short,030,看学校通知。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_030.wav,reference=record_out.wav; language=zh-cn
staff_031,staff,meeting_room,standard,031,查询会议室预约情况。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_031.wav,reference=record_out.wav; language=zh-cn
staff_032,staff,meeting_room,standard,032,预约明天下午三点的会议室。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_032.wav,reference=record_out.wav; language=zh-cn
staff_033,staff,meeting_room,colloquial,033,帮我查一下会议室预约情况。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_033.wav,reference=record_out.wav; language=zh-cn
staff_034,staff,meeting_room,colloquial,034,我想预约明天下午三点的会议室。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_034.wav,reference=record_out.wav; language=zh-cn
staff_035,staff,meeting_room,entity,035,预约行政楼三楼第一会议室明天下午三点。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_035.wav,reference=record_out.wav; language=zh-cn
staff_036,staff,meeting_room,short,036,订会议室。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_036.wav,reference=record_out.wav; language=zh-cn
staff_037,staff,repair,standard,037,打开设备报修页面。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_037.wav,reference=record_out.wav; language=zh-cn
staff_038,staff,repair,standard,038,提交办公室打印机报修申请。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_038.wav,reference=record_out.wav; language=zh-cn
staff_039,staff,repair,colloquial,039,帮我打开设备报修页面。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_039.wav,reference=record_out.wav; language=zh-cn
staff_040,staff,repair,colloquial,040,我想提交办公室打印机报修申请。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_040.wav,reference=record_out.wav; language=zh-cn
staff_041,staff,repair,entity,041,提交行政楼二楼办公室打印机报修申请。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_041.wav,reference=record_out.wav; language=zh-cn
staff_042,staff,repair,short,042,提报修。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_042.wav,reference=record_out.wav; language=zh-cn
staff_043,staff,cafeteria,standard,043,查看我的报修处理进度。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_043.wav,reference=record_out.wav; language=zh-cn
staff_044,staff,cafeteria,standard,044,查询本周食堂用餐安排。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_044.wav,reference=record_out.wav; language=zh-cn
staff_045,staff,cafeteria,colloquial,045,帮我看一下我的报修处理进度。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_045.wav,reference=record_out.wav; language=zh-cn
staff_046,staff,cafeteria,colloquial,046,我想查一下这周食堂用餐安排。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_046.wav,reference=record_out.wav; language=zh-cn
staff_047,staff,cafeteria,entity,047,看一下周五中午的食堂用餐安排。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_047.wav,reference=record_out.wav; language=zh-cn
staff_048,staff,cafeteria,short,048,看食堂安排。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_048.wav,reference=record_out.wav; language=zh-cn
staff_049,staff,payroll,standard,049,打开工资条查询页面。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_049.wav,reference=record_out.wav; language=zh-cn
staff_050,staff,payroll,standard,050,查看本月工资发放情况。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_050.wav,reference=record_out.wav; language=zh-cn
staff_051,staff,payroll,colloquial,051,帮我打开工资条查询页面。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_051.wav,reference=record_out.wav; language=zh-cn
staff_052,staff,payroll,colloquial,052,我想看一下本月工资发放情况。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_052.wav,reference=record_out.wav; language=zh-cn
staff_053,staff,payroll,entity,053,查询四月份工资发放情况。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_053.wav,reference=record_out.wav; language=zh-cn
staff_054,staff,payroll,short,054,看工资条。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_054.wav,reference=record_out.wav; language=zh-cn
staff_055,staff,training,standard,055,查询我的培训学习任务。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_055.wav,reference=record_out.wav; language=zh-cn
staff_056,staff,training,standard,056,打开教职工通讯录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_056.wav,reference=record_out.wav; language=zh-cn
staff_057,staff,training,colloquial,057,帮我查一下我的培训学习任务。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_057.wav,reference=record_out.wav; language=zh-cn
staff_058,staff,training,colloquial,058,我想打开教职工通讯录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_058.wav,reference=record_out.wav; language=zh-cn
staff_059,staff,training,entity,059,打开后勤处教职工通讯录。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_059.wav,reference=record_out.wav; language=zh-cn
staff_060,staff,training,short,060,看培训任务。,myvoice,record_out,coqui-xtts-v2,audio/myvoice/staff/staff_060.wav,reference=record_out.wav; language=zh-cn
