id,role,version,category,file_path,expected,actual,exact_match,norm_exact_match,char_distance,expected_chars,cer,audio_ms,first_partial_ms,final_latency_ms
teacher_004,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_004.wav,打开七年级一班学生名单。,打开7年级一班学生名单。,False,False,1,11,0.0909,2593.3,184.3,1291.2
teacher_005,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_005.wav,查看今天本班学生考勤情况。,查看今天本班学生考勤情况。,True,True,0,12,0.0,3166.0,169.6,1402.3
teacher_006,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_006.wav,为今天第一节课发起点名。,为今天第一节课发起点名。,True,True,0,11,0.0,2604.4,141.7,1295.2
teacher_007,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_007.wav,查询本周我的调课记录。,查询本周我的雕刻记录。,False,False,2,10,0.2,2260.4,144.9,1166.5
teacher_008,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_008.wav,打开我的作业批改列表。,打开我的作业批改列表。,True,True,0,10,0.0,2152.1,161.9,1101.9
teacher_009,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_009.wav,查看未提交作业的学生名单。,查看未提交作业的学生名单。,True,True,0,12,0.0,2829.3,181.4,1554.0
teacher_010,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_010.wav,查询本次作业完成率。,查询本次作业完成率。,True,True,0,9,0.0,2167.6,150.5,1167.4
teacher_011,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_011.wav,打开最近一次考试成绩分析。,打开最近一次考试成绩分析。,True,True,0,12,0.0,2802.3,161.9,1361.0
teacher_012,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_012.wav,查看本班数学成绩分布。,查看本班数学成绩分布。,True,True,0,10,0.0,2399.8,147.9,1323.5
teacher_013,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_013.wav,查询成绩下降明显的学生。,查询成绩下降明显的学生。,True,True,0,11,0.0,2736.4,149.3,1277.1
teacher_014,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_014.wav,打开学生课堂表现记录。,打开学生课堂表现记录。,True,True,0,10,0.0,2407.6,176.6,1226.5
teacher_015,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_015.wav,给张明添加课堂表扬记录。,给张明添加课堂表扬记录。,True,True,0,11,0.0,2564.5,179.5,1258.7
teacher_016,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_016.wav,查看本周家校沟通记录。,查看本周驾校沟通记录。,False,False,1,10,0.1,2388.1,151.6,1273.4
teacher_017,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_017.wav,打开我的备课任务。,打开我的备课任务。,True,True,0,8,0.0,1722.6,155.0,855.0
teacher_018,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_018.wav,查询本学期我的授课课时。,查询本学期我的授课课时。,True,True,0,11,0.0,2736.4,158.5,1268.7
teacher_019,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_019.wav,生成本班学习情况简报。,生成本班学习情况简报。,True,True,0,10,0.0,2555.4,167.3,1164.2
teacher_020,teacher,humanized,humanized/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/teacher/teacher_020.wav,返回教师工作台首页。,返回教师工作台首页。,True,True,0,9,0.0,2232.3,157.6,1100.7
staff_001,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_001.wav,打开我的办公工作台。,打开我的办公工作台。,True,True,0,9,0.0,2012.8,156.6,1126.6
staff_002,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_002.wav,查看今天我的待办事项。,查看今天我的待办事项。,True,True,0,10,0.0,2318.5,154.6,1202.7
staff_003,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_003.wav,查询我提交的审批进度。,查询我提交的审批进度。,True,True,0,10,0.0,2237.2,153.7,1200.2
staff_004,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_004.wav,打开请假申请页面。,打开请假申请页面。,True,True,0,8,0.0,2094.1,157.8,1027.8
staff_005,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_005.wav,提交今天下午的请假申请。,提交今天下午的请假申请。,True,True,0,11,0.0,2673.8,154.7,1268.5
staff_006,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_006.wav,查看本月我的考勤记录。,查看本月我的考勤记录。,True,True,0,10,0.0,2214.0,154.1,1299.6
staff_007,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_007.wav,查询本周我的值班安排。,查询本周我的值班安排。,True,True,0,10,0.0,2306.9,153.5,1173.6
staff_008,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_008.wav,打开校园通知公告列表。,打开校园通知公告列表。,True,True,0,10,0.0,2337.9,152.6,1191.9
staff_009,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_009.wav,查看最新一条学校通知。,查看最新一条学校通知。,True,True,0,10,0.0,2539.1,161.9,1256.9
staff_010,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_010.wav,查询会议室预约情况。,查询会议室预约情况。,True,True,0,9,0.0,2144.3,164.4,1102.9
staff_011,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_011.wav,预约明天下午三点的会议室。,预约明天下午三点的会议室。,True,True,0,12,0.0,2603.9,193.9,1477.4
staff_012,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_012.wav,打开设备报修页面。,打开设备报修页面。,True,True,0,8,0.0,1873.5,162.4,980.5
staff_013,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_013.wav,提交办公室打印机报修申请。,提交办公室打印机报修申请。,True,True,0,12,0.0,2789.9,159.3,1443.5
staff_014,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_014.wav,查看我的报修处理进度。,查看我的报修处理进度。,True,True,0,10,0.0,2179.1,161.3,1277.2
staff_015,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_015.wav,查询本周食堂用餐安排。,查询本周食堂用餐安排。,True,True,0,10,0.0,2573.9,171.8,1540.8
staff_016,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_016.wav,打开工资条查询页面。,打开工资条查询页面。,True,True,0,9,0.0,2256.6,177.5,1255.6
staff_017,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_017.wav,查看本月工资发放情况。,查看本月工资发放情况。,True,True,0,10,0.0,2434.6,175.4,1306.2
staff_018,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_018.wav,查询我的培训学习任务。,查询我的培训学习任务。,True,True,0,10,0.0,2388.1,171.6,1387.6
staff_019,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_019.wav,打开教职工通讯录。,打开教职工通讯录。,True,True,0,8,0.0,1803.8,177.2,1052.9
staff_020,staff,humanized,humanized/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/humanized/staff/staff_020.wav,返回教职工服务首页。,返回教职工服务首页。,True,True,0,9,0.0,2093.0,276.4,1268.7
principal_001,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_001.wav,打开学校今日运行数据大屏。,打开学校今日运行数据大屏。,True,True,0,12,0.0,3520.7,176.6,1984.3
principal_002,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_002.wav,查看今天全校学生到校情况。,查看今天全校学生到校情况。,True,True,0,12,0.0,3478.0,207.3,2034.4
principal_003,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_003.wav,查询本周各年级学生出勤率。,查询本周各年级学生出勤率。,True,True,0,12,0.0,3851.3,181.5,2232.3
principal_004,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_004.wav,查看本月教师考勤异常统计。,查看本月教师考勤异常统计。,True,True,0,12,0.0,3990.0,180.6,2230.3
principal_005,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_005.wav,打开学校教学质量分析报表。,打开学校教学质量分析报表。,True,True,0,12,0.0,3200.7,213.2,2064.0
principal_006,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_006.wav,查看各年级最近一次考试平均分。,查看个年级，最近一次考试平均分。,False,False,1,14,0.0714,3616.7,190.9,2183.8
principal_007,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_007.wav,对比本学期各年级成绩变化趋势。,对比本学7个年级成绩变化趋势。,False,False,2,14,0.1429,3712.7,218.1,2151.3
principal_008,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_008.wav,查看学校本月安全巡检情况。,查看学校本月安全巡检情况。,True,True,0,12,0.0,3798.0,209.5,2300.2
principal_009,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_009.wav,查询今天校园设备运行状态。,查询今天校园设备运行状态。,True,True,0,12,0.0,3382.0,194.2,2085.5
principal_010,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_010.wav,查看本周学生违纪情况汇总。,查看本周学生违纪情况，汇总。,False,True,0,12,0.0,3382.0,191.6,2008.4
principal_011,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_011.wav,打开德育管理统计大屏。,打开德育管理统计大屏。,True,True,0,10,0.0,3008.7,348.2,1940.7
principal_012,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_012.wav,查看各班级综合评价排名。,查看的班级综合评价排名。,False,False,1,11,0.0909,3243.3,197.8,1906.8
principal_013,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_013.wav,查询本月教师授课课时统计。,查询本月教师授课课时统计。,True,True,0,12,0.0,5056.7,255.2,4055.1
principal_014,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_014.wav,查看各学科教学任务完成情况。,查看个学科教学任务完成情况。,False,False,1,13,0.0769,3936.7,225.8,2495.0
principal_015,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_015.wav,打开学校招生数据分析页面。,打开学校招生数据分析页面。,True,True,0,12,0.0,3712.7,225.3,2550.4
principal_016,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_016.wav,查看本月家校沟通情况统计。,查看本月驾校沟通情况统计。,False,False,1,12,0.0833,3616.7,226.6,2425.0
principal_017,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_017.wav,查询本学期学生流失预警名单。,查询本学期学生流失预警名单。,True,True,0,13,0.0,4502.0,218.5,3008.0
principal_018,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_018.wav,查看学校食堂今日用餐统计。,查看学校食堂今日用餐统计。,True,True,0,12,0.0,4032.7,224.2,2807.1
principal_019,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_019.wav,生成本周学校运行情况简报。,生成本周，学校运行情况简报。,False,True,0,12,0.0,3104.7,243.8,2182.5
principal_020,principal,myvoice,myvoice/principal,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/principal/principal_020.wav,切换到校长驾驶舱首页。,切换到校长驾驶舱首页。,True,True,0,10,0.0,3008.7,226.7,2054.0
director_001,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_001.wav,打开年级管理工作台。,打开年级管理工作台。,True,True,0,9,0.0,2454.0,222.1,1694.8
director_002,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_002.wav,查看今天本年级学生出勤情况。,查看今天本年级学生出勤情况。,True,True,0,13,0.0,3574.0,215.6,2605.5
director_003,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_003.wav,查询本周各班级迟到人数。,查询本周各班及迟到人数。,False,False,1,11,0.0909,3062.0,215.8,2129.9
director_004,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_004.wav,查看今天请假的学生名单。,查看今天请假的学生名单。,True,True,0,11,0.0,3382.0,245.8,2517.3
director_005,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_005.wav,打开本年级考试成绩分析。,打开本年级考试成绩分析。,True,True,0,11,0.0,3243.3,227.0,2190.4
director_006,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_006.wav,对比各班级语文平均分。,对比各班级语文平均分。,True,True,0,10,0.0,2923.3,224.4,1999.4
director_007,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_007.wav,查看本年级数学成绩排名。,查看本年级数学成绩排名。,True,True,0,11,0.0,3147.3,246.1,2419.5
director_008,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_008.wav,查询本周班主任工作完成情况。,查询本周班主任工作完成情况。,True,True,0,13,0.0,3616.7,223.1,2689.6
director_009,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_009.wav,查看各班级纪律扣分统计。,查看的班级纪律扣分统计。,False,False,1,11,0.0909,3616.7,445.2,2879.0
director_010,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_010.wav,打开学生违纪处理记录。,打开学生违纪处理记录。,True,True,0,10,0.0,2592.7,232.6,1939.2
director_011,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_011.wav,查询本周卫生检查排名。,查询本周卫生检查排名。,True,True,0,10,0.0,3008.7,248.7,2317.4
director_012,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_012.wav,查看今天值班教师安排。,查看今天值班教师安排。,True,True,0,10,0.0,2784.7,262.9,2084.3
director_013,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_013.wav,打开课程调课审批列表。,打开课程调课审批列表。,True,True,0,10,0.0,3008.7,239.2,2271.5
director_014,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_014.wav,查询本周教师代课情况。,查询本周教师代课情况。,True,True,0,10,0.0,2827.3,269.0,2238.0
director_015,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_015.wav,查看未完成备课检查的教师名单。,查看为完成备课检查的教师名单。,False,False,1,14,0.0714,4726.0,238.3,3622.2
director_016,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_016.wav,打开本年级学生预警名单。,打开本年级学生预警名单。,True,True,0,11,0.0,3382.0,240.1,2407.9
director_017,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_017.wav,查询需要重点关注的学生。,查询需要重点关注的学生。,True,True,0,11,0.0,3147.3,291.0,2669.5
director_018,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_018.wav,查看本月家长反馈处理情况。,查看本月家长反馈处理情况。,True,True,0,12,0.0,3424.7,246.4,2581.4
director_019,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_019.wav,生成本年级周工作简报。,,False,False,10,10,1.0,4640.7,247.2,2486.6
director_020,director,myvoice,myvoice/director,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/director/director_020.wav,返回主任工作台首页。,返回主任工作排首页。,False,False,1,9,0.1111,2966.0,230.8,1969.9
teacher_001,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_001.wav,打开我的教学工作台。,打开我的教学工作台。,True,True,0,9,0.0,2411.3,271.3,1918.4
teacher_002,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_002.wav,查看今天我的课程安排。,查看今天我的课程安排。,True,True,0,10,0.0,3104.7,224.7,2119.8
teacher_003,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_003.wav,查询下一节课的上课班级。,查询下一节课的上课班级。,True,True,0,11,0.0,2870.0,237.8,2073.6
teacher_004,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_004.wav,打开七年级一班学生名单。,打开7年级一班学生名单。,False,False,1,11,0.0909,2870.0,273.2,2166.8
teacher_005,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_005.wav,查看今天本班学生考勤情况。,查看今天本班学生考勤情况。,True,True,0,12,0.0,3520.7,217.1,2411.4
teacher_006,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_006.wav,为今天第一节课发起点名。,,False,False,11,11,1.0,3990.0,220.6,2112.1
teacher_007,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_007.wav,查询本周我的调课记录。,查询本周我的雕刻记录。,False,False,2,10,0.2,2592.7,274.2,1851.6
teacher_008,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_008.wav,打开我的作业批改列表。,打开我的作业批改列表。,True,True,0,10,0.0,2870.0,250.8,2053.6
teacher_009,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_009.wav,查看未提交作业的学生名单。,查看为提交作业的学生名单。,False,False,1,12,0.0833,3520.7,258.8,2620.7
teacher_010,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_010.wav,查询本次作业完成率。,,False,False,9,9,1.0,3478.0,306.3,2170.4
teacher_011,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_011.wav,打开最近一次考试成绩分析。,打开最近一次考试成绩分析。,True,True,0,12,0.0,3200.7,439.5,2399.8
teacher_012,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_012.wav,查看本班数学成绩分布。,查看本班数学成绩分布。,True,True,0,10,0.0,3616.7,205.3,2318.7
teacher_013,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_013.wav,查询成绩下降明显的学生。,查询成绩下降明显的学生。,True,True,0,11,0.0,3382.0,215.5,2206.1
teacher_014,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_014.wav,打开学生课堂表现记录。,打开学生课堂表现记录。,True,True,0,10,0.0,3008.7,206.8,1947.6
teacher_015,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_015.wav,给张明添加课堂表扬记录。,给张明添加课堂表扬记录。,True,True,0,11,0.0,3062.0,244.9,2025.1
teacher_016,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_016.wav,查看本周家校沟通记录。,查看本周驾校沟通记录。,False,False,1,10,0.1,3520.7,215.7,2028.1
teacher_017,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_017.wav,打开我的备课任务。,打开我的备课任务。,True,True,0,8,0.0,2358.0,191.7,1544.6
teacher_018,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_018.wav,查询本学期我的授课课时。,查询本学期我的授课课时。,True,True,0,11,0.0,3712.7,182.2,2028.3
teacher_019,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_019.wav,生成本班学习情况简报。,生成本班学习情况简报。,True,True,0,10,0.0,2966.0,193.2,1611.3
teacher_020,teacher,myvoice,myvoice/teacher,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/teacher/teacher_020.wav,返回教师工作台首页。,返回教师工作台首页。,True,True,0,9,0.0,2784.7,171.6,1536.4
staff_001,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_001.wav,打开我的办公工作台。,打开我的办公工作台。,True,True,0,9,0.0,2411.3,180.3,1286.7
staff_002,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_002.wav,查看今天我的待办事项。,查看今天我的待办事项。,True,True,0,10,0.0,2870.0,166.7,1489.1
staff_003,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_003.wav,查询我提交的审批进度。,查询我提交的审批进度。,True,True,0,10,0.0,3520.7,208.9,1872.6
staff_004,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_004.wav,打开请假申请页面。,,False,False,8,8,1.0,3382.0,173.3,1415.3
staff_005,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_005.wav,提交今天下午的请假申请。,提交今天下午的请假申请。,True,True,0,11,0.0,2784.7,175.8,1530.5
staff_006,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_006.wav,查看本月我的考勤记录。,查看本月我的考勤记录。,True,True,0,10,0.0,3147.3,175.0,1954.1
staff_007,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_007.wav,查询本周我的值班安排。,查询本周我的值班安排。,True,True,0,10,0.0,2731.3,208.1,1731.7
staff_008,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_008.wav,打开校园通知公告列表。,打开校园通知公告列表。,True,True,0,10,0.0,3104.7,182.5,1608.5
staff_009,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_009.wav,查看最新一条学校通知。,查看最新一条学校通知。,True,True,0,10,0.0,2923.3,172.3,1537.7
staff_010,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_010.wav,查询会议室预约情况。,查询会议室预约情况。,True,True,0,9,0.0,2550.0,202.1,1431.6
staff_011,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_011.wav,预约明天下午三点的会议室。,预约明天下午三点的会议室。,True,True,0,12,0.0,3008.7,205.1,1758.2
staff_012,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_012.wav,打开设备报修页面。,,False,False,8,8,1.0,3755.3,181.8,1380.3
staff_013,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_013.wav,提交办公室打印机报修申请。,提交办公室打印机报修申请。,True,True,0,12,0.0,3936.7,175.5,2195.0
staff_014,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_014.wav,查看我的报修处理进度。,查看我的报修处理进度。,True,True,0,10,0.0,2272.7,176.4,1358.7
staff_015,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_015.wav,查询本周食堂用餐安排。,查询本周食堂用餐安排。,True,True,0,10,0.0,3147.3,168.2,1670.8
staff_016,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_016.wav,打开工资条查询页面。,打开工资条查询页面。,True,True,0,9,0.0,2496.7,170.0,1324.6
staff_017,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_017.wav,查看本月工资发放情况。,查看本月工资发放情况。,True,True,0,10,0.0,3104.7,173.7,1752.3
staff_018,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_018.wav,查询我的培训学习任务。,查询我的培训学习任务。,True,True,0,10,0.0,3008.7,166.4,1543.0
staff_019,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_019.wav,打开教职工通讯录。,,False,False,8,8,1.0,3243.3,164.7,1197.7
staff_020,staff,myvoice,myvoice/staff,/Users/lixiaofeng/Code/github/flowrium-voice/audio/myvoice/staff/staff_020.wav,返回教职工服务首页。,返回教职工服首页。,False,False,1,9,0.1111,2731.3,170.4,1240.2
